,GM_DATE,HOME_TEAM,SPREAD_1_AWAY,ODDS_1_AWAY,SPREAD_2_AWAY,ODDS_2_AWAY,SPREAD_3_AWAY,ODDS_3_AWAY,SPREAD_4_AWAY,ODDS_4_AWAY,SPREAD_1_HOME,ODDS_1_HOME,SPREAD_2_HOME,ODDS_2_HOME,SPREAD_3_HOME,ODDS_3_HOME,SPREAD_4_HOME,ODDS_4_HOME
3367,2018-02-25,Denver,-4½,-110,,-,,-,-7,+120,+4½,-110,,-,,-,+7,-165
3368,2018-02-25,Washington,+1½,-110,,-,,-,+4,-160,-1½,-110,,-,,-,-2½,-105
3369,2018-02-26,Oklahoma City,+10,-110,,-,,-,,-,-10,-110,,-,,-,,-
3370,2018-02-26,Utah,-1,-120,,-,,-,,-,+1,+100,,-,,-,,-
3371,2018-02-26,Dallas,-3,-110,,-,,-,,-,+3,-110,,-,,-,,-
3372,2018-02-26,Sacramento,-5,-110,,-,,-,,-,+5,-110,,-,,-,,-
3373,2018-02-26,New Orleans,+7,-110,,-,,-,,-,-7,-110,,-,,-,,-
3374,2018-02-26,Boston,+11½,-110,,-,,-,,-,-11½,-110,,-,,-,,-
3375,2018-02-26,Atlanta,-2½,-110,,-,,-,,-,+2½,-110,,-,,-,,-
3376,2018-02-26,Brooklyn,+4½,-110,,-,,-,,-,-4½,-110,,-,,-,,-
3377,2018-02-26,Toronto,+10½,-110,,-,,-,,-,-10½,-110,,-,,-,,-
3378,2018-02-26,New York,-12½,-110,,-,,-,,-,+12½,-110,,-,,-,,-
3379,2018-02-27,Charlotte,+11½,-110,,-,,-,,-,-11½,-110,,-,,-,,-
3380,2018-02-27,Cleveland,+10½,-115,,-,,-,,-,-10½,-105,,-,,-,,-
3381,2018-02-27,Miami,+1½,-110,,-,,-,,-,-1½,-110,,-,,-,,-
3382,2018-02-27,Milwaukee,+3,-110,,-,,-,,-,-3,-110,,-,,-,,-
3383,2018-02-27,Portland,+12½,-110,,-,,-,,-,-12½,-110,,-,,-,,-
3384,2018-02-27,Denver,+5½,-110,,-,,-,,-,-5½,-110,,-,,-,,-
3385,2018-02-28,L.A. Clippers,-8½,-110,,-,,-,,-,+8½,-110,,-,,-,,-
3386,2018-02-28,San Antonio,+4½,-110,,-,,-,,-,-4½,-110,,-,,-,,-
3387,2018-02-28,Washington,-8½,-110,,-,,-,,-,+8½,-110,,-,,-,,-
3388,2018-02-28,Memphis,+3,-110,,-,,-,,-,-3,-110,,-,,-,,-
3389,2018-02-28,Dallas,-4½,-110,,-,,-,,-,+4½,-110,,-,,-,,-
3390,2018-02-28,Atlanta,-4,-110,,-,,-,,-,+4,-110,,-,,-,,-
3391,2018-02-28,Orlando,-9,-110,,-,,-,,-,+9,-110,,-,,-,,-
3392,2018-02-28,Detroit,+1½,-110,,-,,-,,-,-1½,-110,,-,,-,,-
3393,2018-02-28,Boston,+7½,-110,,-,,-,,-,-7½,-110,,-,,-,,-
3394,2018-03-01,Miami,+5½,-110,,-,,-,,-,-5½,-110,,-,,-,,-
3395,2018-03-01,Cleveland,+2½,-105,,-,,-,,-,-2½,-115,,-,,-,,-
3396,2018-03-01,Sacramento,-2½,-110,,-,,-,,-,+2½,-110,,-,,-,,-
3397,2018-03-01,Portland,+5½,-110,,-,,-,,-,-5½,-110,,-,,-,,-
3398,2018-03-02,L.A. Clippers,+8½,-110,,-,,-,,-,-8½,-110,,-,,-,,-
3399,2018-03-02,Utah,+7½,-110,,-,,-,,-,-7½,-110,,-,,-,,-
3400,2018-03-02,Phoenix,-7½,-115,,-,,-,,-,+7½,-105,,-,,-,,-
3401,2018-03-02,Milwaukee,+3½,-110,,-,,-,,-,-3½,-110,,-,,-,,-
3402,2018-03-02,Washington,-3½,-110,,-,,-,,-,+3½,-110,,-,,-,,-
3403,2018-03-02,Atlanta,-13,-110,,-,,-,,-,+13,-110,,-,,-,,-
3404,2018-03-02,Chicago,-2½,-110,,-,,-,,-,+2½,-110,,-,,-,,-
3405,2018-03-02,Philadelphia,+3½,-105,,-,,-,,-,-3½,-115,,-,,-,,-
3406,2018-03-02,Orlando,-2½,-110,,-,,-,,-,+2½,-110,,-,,-,,-
3407,2018-03-02,Memphis,-9,-110,,-,,-,,-,+9,-110,,-,,-,,-
3408,2018-03-03,Portland,+4½,-110,,-,,-,,-,-4½,-110,,-,,-,,-
3409,2018-03-03,Sacramento,-7,-110,,-,,-,,-,+7,-110,,-,,-,,-
3410,2018-03-03,Houston,+8,-110,,-,,-,,-,-8,-110,,-,,-,,-
3411,2018-03-03,San Antonio,+6,-110,,-,,-,,-,-6,-110,,-,,-,,-
3412,2018-03-03,Cleveland,+4,-105,,-,,-,,-,-4,-115,,-,,-,,-
3413,2018-03-03,Orlando,+7,-110,,-,,-,,-,-7,-110,,-,,-,,-
3414,2018-03-03,Miami,+5,-115,,-,,-,,-,-5,-105,,-,,-,,-
3415,2018-03-04,Atlanta,+1½,-110,,-,,-,,-,-1½,-110,,-,,-,,-
3416,2018-03-04,Washington,+4,-110,,-,,-,,-,-4,-110,,-,,-,,-
3417,2018-03-04,Toronto,+8½,-110,,-,,-,,-,-8½,-110,,-,,-,,-
3418,2018-03-04,Dallas,-3½,-115,,-,,-,,-,+3½,-105,,-,,-,,-
3419,2018-03-04,Milwaukee,-1½,-110,,-,,-,,-,+1½,-110,,-,,-,,-
3420,2018-03-04,Sacramento,-3,-110,,-,,-,,-,+3,-110,,-,,-,,-
3421,2018-03-04,L.A. Clippers,+7½,-110,,-,,-,,-,-7½,-110,,-,,-,,-
3422,2018-03-05,L.A. Lakers,-2,-110,,-,,-,,-,+2,-110,,-,,-,,-
3423,2018-03-05,Utah,+9½,-110,,-,,-,,-,-9½,-110,,-,,-,,-
3424,2018-03-05,San Antonio,+12½,-110,,-,,-,,-,-12½,-110,,-,,-,,-
3425,2018-03-05,Cleveland,+6,-110,,-,,-,,-,-6,-110,,-,,-,,-
3426,2018-03-05,Miami,+9½,-110,,-,,-,,-,-9½,-110,,-,,-,,-
3427,2018-03-05,Indiana,+2½,-115,,-,,-,,-,-2½,-105,,-,,-,,-
3428,2018-03-05,Chicago,-7,-110,,-,,-,,-,+7,-110,,-,,-,,-
3429,2018-03-06,Portland,+9½,-110,,-,,-,,-,-9½,-110,,-,,-,,-
3430,2018-03-06,L.A. Clippers,+2,-110,,-,,-,,-,-2,-110,,-,,-,,-
3431,2018-03-06,Golden State,+15,-110,,-,,-,,-,-15,-110,,-,,-,,-
3432,2018-03-06,Dallas,-6½,-110,,-,,-,,-,+6½,-110,,-,,-,,-
3433,2018-03-06,Washington,+4,-110,,-,,-,,-,-4,-110,,-,,-,,-
3434,2018-03-06,Toronto,+12½,-110,,-,,-,,-,-12½,-110,,-,,-,,-
3435,2018-03-06,Charlotte,-1½,-110,,-,,-,,-,+1½,-110,,-,,-,,-
3436,2018-03-06,Oklahoma City,-5½,-110,,-,,-,,-,+5½,-110,,-,,-,,-
3437,2018-03-07,Indiana,-1½,-110,,-,,-,,-,+1½,-110,,-,,-,,-
3438,2018-03-07,Chicago,+3½,-110,,-,,-,,-,-3½,-110,,-,,-,,-
3439,2018-03-07,Milwaukee,-5½,-110,,-,,-,,-,+5½,-110,,-,,-,,-
3440,2018-03-07,Detroit,-5½,-110,,-,,-,,-,+5½,-110,,-,,-,,-
3441,2018-03-07,Sacramento,-5½,-110,,-,,-,,-,+5½,-110,,-,,-,,-
3442,2018-03-07,Denver,+3½,-115,,-,,-,,-,-3½,-105,,-,,-,,-
3443,2018-03-07,L.A. Lakers,+6½,-115,,-,,-,,-,-6½,-105,,-,,-,,-
3444,2018-03-08,Golden State,+11,-110,,-,,-,,-,-11,-110,,-,,-,,-
3445,2018-03-08,Charlotte,+7,-110,,-,,-,,-,-7,-110,,-,,-,,-
3446,2018-03-08,Miami,-1,-105,,-,,-,,-,+1,-115,,-,,-,,-
3447,2018-03-08,Minnesota,-2½,-110,,-,,-,,-,+2½,-110,,-,,-,,-
3448,2018-03-08,Oklahoma City,+11,-110,,-,,-,,-,-11,-110,,-,,-,,-
3449,2018-03-09,Portland,+1,-115,,-,,-,,-,-1,-105,,-,,-,,-
3450,2018-03-09,L.A. Clippers,-1,-110,,-,,-,,-,+1,-110,,-,,-,,-
3451,2018-03-09,Denver,+7,-110,,-,,-,,-,-7,-110,,-,,-,,-
3452,2018-03-09,New Orleans,-3½,-110,,-,,-,,-,+3½,-110,,-,,-,,-
3453,2018-03-09,Sacramento,+3,-110,,-,,-,,-,-3,-110,,-,,-,,-
3454,2018-03-09,Milwaukee,+9½,-110,,-,,-,,-,-9½,-110,,-,,-,,-
3455,2018-03-09,Toronto,-3,-110,,-,,-,,-,+3,-110,,-,,-,,-
3456,2018-03-09,Detroit,+7½,-105,,-,,-,,-,-7½,-115,,-,,-,,-
3457,2018-03-09,Memphis,-10,-115,,-,,-,,-,+10,-105,,-,,-,,-
3458,2018-03-09,Indiana,+9,-110,,-,,-,,-,-9,-110,,-,,-,,-
3459,2018-03-10,Charlotte,+13,-110,,-,,-,,-,-13,-110,,-,,-,,-
3460,2018-03-10,Miami,+4,-110,,-,,-,,-,-4,-110,,-,,-,,-
3461,2018-03-10,Oklahoma City,+4,-110,,-,,-,,-,-4,-110,,-,,-,,-
3462,2018-03-10,Dallas,+9½,-110,,-,,-,,-,-9½,-110,,-,,-,,-
3463,2018-03-10,L.A. Clippers,+11½,-110,,-,,-,,-,-11½,-110,,-,,-,,-
3464,2018-03-11,L.A. Lakers,-2,-115,,-,,-,,-,+2,-105,,-,,-,,-
3465,2018-03-11,Brooklyn,-5½,-110,,-,,-,,-,+5½,-110,,-,,-,,-
3466,2018-03-11,Boston,+4½,-110,,-,,-,,-,-4½,-110,,-,,-,,-
3467,2018-03-11,Dallas,-10½,-110,,-,,-,,-,+10½,-110,,-,,-,,-
3468,2018-03-11,New York,-10,-110,,-,,-,,-,+10,-110,,-,,-,,-
3469,2018-03-11,New Orleans,-1½,-110,,-,,-,,-,+1½,-110,,-,,-,,-
3470,2018-03-11,Minnesota,-3½,-110,,-,,-,,-,+3½,-110,,-,,-,,-
3471,2018-03-11,Atlanta,+2,-110,,-,,-,,-,-2,-110,,-,,-,,-
3472,2018-03-11,Denver,+11½,-110,,-,,-,,-,-11½,-110,,-,,-,,-
3473,2018-03-12,Portland,+6,-115,,-,,-,,-,-6,-105,,-,,-,,-
3474,2018-03-12,Houston,+11½,-110,,-,,-,,-,-11½,-110,,-,,-,,-
3475,2018-03-12,Oklahoma City,+13½,-105,,-,,-,,-,-13½,-115,,-,,-,,-
3476,2018-03-12,Memphis,-7½,-110,,-,,-,,-,+7½,-110,,-,,-,,-
3477,2018-03-13,L.A. Lakers,-2,-115,,-,,-,,-,+2,-105,,-,,-,,-
3478,2018-03-13,Phoenix,-7½,-115,,-,,-,,-,+7½,-105,,-,,-,,-
3479,2018-03-13,San Antonio,+10½,-110,,-,,-,,-,-10½,-110,,-,,-,,-
3480,2018-03-13,New Orleans,+5,-115,,-,,-,,-,-5,-105,,-,,-,,-
3481,2018-03-13,Chicago,-7½,-110,,-,,-,,-,+7½,-110,,-,,-,,-
3482,2018-03-13,Utah,+8½,-110,,-,,-,,-,-8½,-110,,-,,-,,-
3483,2018-03-13,New York,+1,-115,,-,,-,,-,-1,-105,,-,,-,,-
3484,2018-03-13,Brooklyn,-9,-110,,-,,-,,-,+9,-110,,-,,-,,-
3485,2018-03-13,Philadelphia,+6½,-110,,-,,-,,-,-6½,-110,,-,,-,,-
3486,2018-03-13,Washington,+3,-110,,-,,-,,-,-3,-110,,-,,-,,-
3487,2018-03-13,Atlanta,-6,-110,,-,,-,,-,+6,-110,,-,,-,,-
3488,2018-03-14,Orlando,-10,-110,,-,,-,,-,+10,-110,,-,,-,,-
3489,2018-03-14,Boston,-4,-110,,-,,-,,-,+4,-110,,-,,-,,-
3490,2018-03-14,Sacramento,-7,-110,,-,,-,,-,+7,-110,,-,,-,,-
3491,2018-03-14,Golden State,+6,-110,,-,,-,,-,-6,-110,,-,,-,,-
3492,2018-03-15,Utah,+14,-115,,-,,-,,-,-14,-105,,-,,-,,-
3493,2018-03-15,Portland,+5½,-105,,-,,-,,-,-5½,-115,,-,,-,,-
3494,2018-03-15,Denver,+8½,-110,,-,,-,,-,-8½,-110,,-,,-,,-
3495,2018-03-15,Memphis,+2½,-110,,-,,-,,-,-2½,-110,,-,,-,,-
3496,2018-03-15,San Antonio,+4½,-110,,-,,-,,-,-4½,-110,,-,,-,,-
3497,2018-03-15,New York,-10,-110,,-,,-,,-,+10,-110,,-,,-,,-
3498,2018-03-15,Atlanta,-5½,-110,,-,,-,,-,+5½,-110,,-,,-,,-
3499,2018-03-15,Indiana,-4,-110,,-,,-,,-,+4,-110,,-,,-,,-
3500,2018-03-15,Houston,+11,-110,,-,,-,,-,-11,-110,,-,,-,,-
3501,2018-03-16,Orlando,-6½,-110,,-,,-,,-,+6½,-110,,-,,-,,-
3502,2018-03-16,Philadelphia,+8½,-110,,-,,-,,-,-8½,-110,,-,,-,,-
3503,2018-03-16,Toronto,+10½,-115,,-,,-,,-,-10½,-105,,-,,-,,-
3504,2018-03-16,Oklahoma City,+6,-110,,-,,-,,-,-6,-110,,-,,-,,-
3505,2018-03-16,Golden State,+8½,-110,,-,,-,,-,-8½,-110,,-,,-,,-
3506,2018-03-16,L.A. Lakers,+2½,-115,,-,,-,,-,-2½,-105,,-,,-,,-
3507,2018-03-17,Portland,+9,-110,,-,,-,,-,-9,-110,,-,,-,,-
3508,2018-03-17,Phoenix,-5,-115,,-,,-,,-,+5,-105,,-,,-,,-
3509,2018-03-17,Utah,+15½,-110,,-,,-,,-,-15½,-110,,-,,-,,-
3510,2018-03-17,San Antonio,+4½,-110,,-,,-,,-,-4½,-110,,-,,-,,-
3511,2018-03-17,Chicago,-7,-110,,-,,-,,-,+7,-110,,-,,-,,-
3512,2018-03-17,Washington,+4½,-110,,-,,-,,-,-4½,-110,,-,,-,,-
3513,2018-03-17,New York,-6½,-105,,-,,-,,-,+6½,-115,,-,,-,,-
3514,2018-03-17,Brooklyn,+4½,-110,,-,,-,,-,-4½,-110,,-,,-,,-
3515,2018-03-17,New Orleans,-8½,-105,,-,,-,,-,+8½,-115,,-,,-,,-
3516,2018-03-17,Milwaukee,+10½,-105,,-,,-,,-,-10½,-115,,-,,-,,-
3517,2018-03-17,Memphis,-7,-110,,-,,-,,-,+7,-110,,-,,-,,-
3518,2018-03-18,L.A. Clippers,+1,-110,,-,,-,,-,-1,-110,,-,,-,,-
3519,2018-03-18,Minnesota,-7½,-110,,-,,-,,-,+7½,-110,,-,,-,,-
3520,2018-03-18,Toronto,+6,-110,,-,,-,,-,-6,-110,,-,,-,,-
3521,2018-03-18,New Orleans,+3½,-110,,-,,-,,-,-3½,-110,,-,,-,,-
3522,2018-03-19,Sacramento,-4,-110,,-,,-,,-,+4,-110,,-,,-,,-
3523,2018-03-19,Cleveland,+3,-110,,-,,-,,-,-3,-110,,-,,-,,-
3524,2018-03-19,Indiana,+5½,-115,,-,,-,,-,-5½,-105,,-,,-,,-
3525,2018-03-19,Philadelphia,+8½,-110,,-,,-,,-,-8½,-110,,-,,-,,-
3526,2018-03-19,Miami,+1½,-110,,-,,-,,-,-1½,-110,,-,,-,,-
3527,2018-03-19,New York,+5,-110,,-,,-,,-,-5,-110,,-,,-,,-
3528,2018-03-19,Brooklyn,+8,-110,,-,,-,,-,-8,-110,,-,,-,,-
3529,2018-03-19,San Antonio,+8,-110,,-,,-,,-,-8,-110,,-,,-,,-
3530,2018-03-20,Phoenix,-8,-110,,-,,-,,-,+8,-110,,-,,-,,-
3531,2018-03-20,Utah,+14½,-110,,-,,-,,-,-14½,-110,,-,,-,,-
3532,2018-03-20,Boston,-4½,-110,,-,,-,,-,+4½,-110,,-,,-,,-
3533,2018-03-20,Portland,-5,-110,,-,,-,,-,+5,-110,,-,,-,,-
3534,2018-03-20,New Orleans,+6½,-115,,-,,-,,-,-6½,-105,,-,,-,,-
3535,2018-03-20,Orlando,-9½,-110,,-,,-,,-,+9½,-110,,-,,-,,-
3536,2018-03-20,Minnesota,+3½,-115,,-,,-,,-,-3½,-105,,-,,-,,-
3537,2018-03-21,New Orleans,+1,-110,,-,,-,,-,-1,-110,,-,,-,,-
3538,2018-03-21,Chicago,-9,-110,,-,,-,,-,+9,-110,,-,,-,,-
3539,2018-03-21,San Antonio,+5½,-110,,-,,-,,-,-5½,-110,,-,,-,,-
3540,2018-03-21,Milwaukee,+5½,-110,,-,,-,,-,-5½,-110,,-,,-,,-
3541,2018-03-21,Cleveland,-2,-110,,-,,-,,-,+2,-110,,-,,-,,-
3542,2018-03-21,Miami,+9½,-110,,-,,-,,-,-9½,-110,,-,,-,,-
3543,2018-03-21,Philadelphia,+12½,-110,,-,,-,,-,-12½,-110,,-,,-,,-
3544,2018-03-21,Brooklyn,-1,-110,,-,,-,,-,+1,-110,,-,,-,,-
3545,2018-03-22,Orlando,-8,-115,,-,,-,,-,+8,-105,,-,,-,,-
3546,2018-03-22,Charlotte,+8,-115,,-,,-,,-,-8,-105,,-,,-,,-
3547,2018-03-22,New Orleans,+2½,-110,,-,,-,,-,-2½,-110,,-,,-,,-
3548,2018-03-22,Houston,+10½,-110,,-,,-,,-,-10½,-110,,-,,-,,-
3549,2018-03-22,Dallas,-8,-110,,-,,-,,-,+8,-110,,-,,-,,-
3550,2018-03-22,Sacramento,+3½,-110,,-,,-,,-,-3½,-110,,-,,-,,-
3551,2018-03-23,Golden State,+11,-110,,-,,-,,-,-11,-110,,-,,-,,-
3552,2018-03-23,Portland,+7½,-110,,-,,-,,-,-7½,-110,,-,,-,,-
3553,2018-03-23,San Antonio,+3½,-110,,-,,-,,-,-3½,-110,,-,,-,,-
3554,2018-03-23,Chicago,-4,-110,,-,,-,,-,+4,-110,,-,,-,,-
3555,2018-03-23,Oklahoma City,+6,-110,,-,,-,,-,-6,-110,,-,,-,,-
3556,2018-03-23,Washington,+1½,-110,,-,,-,,-,-1½,-110,,-,,-,,-
3557,2018-03-23,Cleveland,+15½,-110,,-,,-,,-,-15½,-110,,-,,-,,-
3558,2018-03-23,New York,-6,-110,,-,,-,,-,+6,-110,,-,,-,,-
3559,2018-03-23,Indiana,+3½,-110,,-,,-,,-,-3½,-110,,-,,-,,-
3560,2018-03-23,Toronto,+11,-110,,-,,-,,-,-11,-110,,-,,-,,-
3561,2018-03-24,Houston,+8½,-110,,-,,-,,-,-8½,-110,,-,,-,,-
3562,2018-03-24,Dallas,-2½,-110,,-,,-,,-,+2½,-110,,-,,-,,-
3563,2018-03-24,Memphis,-6½,-110,,-,,-,,-,+6½,-110,,-,,-,,-
3564,2018-03-24,Orlando,+7½,-110,,-,,-,,-,-7½,-110,,-,,-,,-
3565,2018-03-24,Detroit,+13,-110,,-,,-,,-,-13,-110,,-,,-,,-
3566,2018-03-24,Philadelphia,+8,-110,,-,,-,,-,-8,-110,,-,,-,,-
3567,2018-03-25,Golden State,-3½,-110,,-,,-,,-,+3½,-110,,-,,-,,-
3568,2018-03-25,Oklahoma City,+3,-110,,-,,-,,-,-3,-110,,-,,-,,-
3569,2018-03-25,Toronto,+8,-110,,-,,-,,-,-8,-110,,-,,-,,-
3570,2018-03-25,Washington,+10,-110,,-,,-,,-,-10,-110,,-,,-,,-
3571,2018-03-25,Houston,,-,,-,,-,,-,,-,,-,,-,,-
3572,2018-03-25,Indiana,+3½,-105,,-,,-,,-,-3½,-115,,-,,-,,-
3573,2018-03-25,Milwaukee,,-,,-,,-,,-,,-,,-,,-,,-
3574,2018-03-25,Brooklyn,-6½,-110,,-,,-,,-,+6½,-110,,-,,-,,-
3575,2018-03-25,Sacramento,-6,-110,,-,,-,,-,+6,-110,,-,,-,,-
3576,2018-03-26,Detroit,,-,,-,,-,,-,,-,,-,,-,,-
3577,2018-03-26,Charlotte,,-,,-,,-,,-,,-,,-,,-,,-
3578,2018-03-26,Philadelphia,,-,,-,,-,,-,,-,,-,,-,,-
3579,2018-03-26,Minnesota,,-,,-,,-,,-,,-,,-,,-,,-
3580,2018-03-26,Phoenix,,-,,-,,-,,-,,-,,-,,-,,-
3581,2018-03-27,Sacramento,,-,,-,,-,,-,,-,,-,,-,,-
3582,2018-03-27,Golden State,,-,,-,,-,,-,,-,,-,,-,,-
3583,2018-03-27,L.A. Clippers,,-,,-,,-,,-,,-,,-,,-,,-
3584,2018-03-27,Miami,,-,,-,,-,,-,,-,,-,,-,,-
3585,2018-03-27,Washington,,-,,-,,-,,-,,-,,-,,-,,-
3586,2018-03-27,New Orleans,,-,,-,,-,,-,,-,,-,,-,,-
3587,2018-03-27,Toronto,,-,,-,,-,,-,,-,,-,,-,,-
3588,2018-03-27,Houston,,-,,-,,-,,-,,-,,-,,-,,-
3589,2018-03-28,L.A. Lakers,,-,,-,,-,,-,,-,,-,,-,,-
3590,2018-03-28,Utah,,-,,-,,-,,-,,-,,-,,-,,-
3591,2018-03-28,Memphis,,-,,-,,-,,-,,-,,-,,-,,-
3592,2018-03-28,Phoenix,,-,,-,,-,,-,,-,,-,,-,,-
3593,2018-03-28,Charlotte,,-,,-,,-,,-,,-,,-,,-,,-
3594,2018-03-28,Philadelphia,,-,,-,,-,,-,,-,,-,,-,,-
3595,2018-03-28,Orlando,,-,,-,,-,,-,,-,,-,,-,,-
3596,2018-03-28,Minnesota,,-,,-,,-,,-,,-,,-,,-,,-
3597,2018-03-29,Detroit,,-,,-,,-,,-,,-,,-,,-,,-
3598,2018-03-29,Miami,,-,,-,,-,,-,,-,,-,,-,,-
3599,2018-03-29,San Antonio,,-,,-,,-,,-,,-,,-,,-,,-
3600,2018-03-29,Sacramento,,-,,-,,-,,-,,-,,-,,-,,-
3601,2018-03-29,Golden State,,-,,-,,-,,-,,-,,-,,-,,-
3602,2018-03-30,Utah,,-,,-,,-,,-,,-,,-,,-,,-
3603,2018-03-30,L.A. Lakers,,-,,-,,-,,-,,-,,-,,-,,-
3604,2018-03-30,Portland,,-,,-,,-,,-,,-,,-,,-,,-
3605,2018-03-30,Dallas,,-,,-,,-,,-,,-,,-,,-,,-
3606,2018-03-30,Atlanta,,-,,-,,-,,-,,-,,-,,-,,-
3607,2018-03-30,Oklahoma City,,-,,-,,-,,-,,-,,-,,-,,-
3608,2018-03-30,Cleveland,,-,,-,,-,,-,,-,,-,,-,,-
3609,2018-03-30,Orlando,,-,,-,,-,,-,,-,,-,,-,,-
3610,2018-03-30,Houston,,-,,-,,-,,-,,-,,-,,-,,-
3611,2018-03-31,Washington,,-,,-,,-,,-,,-,,-,,-,,-
3612,2018-03-31,New York,,-,,-,,-,,-,,-,,-,,-,,-
3613,2018-03-31,Boston,,-,,-,,-,,-,,-,,-,,-,,-
3614,2018-03-31,Miami,,-,,-,,-,,-,,-,,-,,-,,-
3615,2018-03-31,Sacramento,,-,,-,,-,,-,,-,,-,,-,,-
3616,2018-04-01,Minnesota,,-,,-,,-,,-,,-,,-,,-,,-
3617,2018-04-01,Portland,,-,,-,,-,,-,,-,,-,,-,,-
3618,2018-04-01,Golden State,,-,,-,,-,,-,,-,,-,,-,,-
3619,2018-04-01,L.A. Lakers,,-,,-,,-,,-,,-,,-,,-,,-
3620,2018-04-01,Denver,,-,,-,,-,,-,,-,,-,,-,,-
3621,2018-04-01,Brooklyn,,-,,-,,-,,-,,-,,-,,-,,-
3622,2018-04-01,San Antonio,,-,,-,,-,,-,,-,,-,,-,,-
3623,2018-04-01,New Orleans,,-,,-,,-,,-,,-,,-,,-,,-
3624,2018-04-01,Cleveland,,-,,-,,-,,-,,-,,-,,-,,-
3625,2018-04-01,L.A. Clippers,,-,,-,,-,,-,,-,,-,,-,,-
3626,2018-04-01,Chicago,,-,,-,,-,,-,,-,,-,,-,,-
3627,2018-04-01,Charlotte,,-,,-,,-,,-,,-,,-,,-,,-
3628,2018-04-01,Atlanta,,-,,-,,-,,-,,-,,-,,-,,-
3629,2018-04-03,L.A. Clippers,,-,,-,,-,,-,,-,,-,,-,,-
3630,2018-04-03,Utah,,-,,-,,-,,-,,-,,-,,-,,-
3631,2018-04-03,Denver,,-,,-,,-,,-,,-,,-,,-,,-
3632,2018-04-03,Dallas,,-,,-,,-,,-,,-,,-,,-,,-
3633,2018-04-03,Chicago,,-,,-,,-,,-,,-,,-,,-,,-
3634,2018-04-03,Oklahoma City,,-,,-,,-,,-,,-,,-,,-,,-
3635,2018-04-03,Phoenix,,-,,-,,-,,-,,-,,-,,-,,-
3636,2018-04-03,Houston,,-,,-,,-,,-,,-,,-,,-,,-
3637,2018-04-03,New York,,-,,-,,-,,-,,-,,-,,-,,-
3638,2018-04-03,Miami,,-,,-,,-,,-,,-,,-,,-,,-
3639,2018-04-03,Cleveland,,-,,-,,-,,-,,-,,-,,-,,-
3640,2018-04-03,Philadelphia,,-,,-,,-,,-,,-,,-,,-,,-
3641,2018-04-03,Milwaukee,,-,,-,,-,,-,,-,,-,,-,,-
3642,2018-04-04,L.A. Lakers,,-,,-,,-,,-,,-,,-,,-,,-
3643,2018-04-04,Toronto,,-,,-,,-,,-,,-,,-,,-,,-
3644,2018-04-04,New Orleans,,-,,-,,-,,-,,-,,-,,-,,-
3645,2018-04-04,Orlando,,-,,-,,-,,-,,-,,-,,-,,-
3646,2018-04-04,Detroit,,-,,-,,-,,-,,-,,-,,-,,-
3647,2018-04-04,Atlanta,,-,,-,,-,,-,,-,,-,,-,,-
3648,2018-04-05,Indiana,,-,,-,,-,,-,,-,,-,,-,,-
3649,2018-04-05,Houston,,-,,-,,-,,-,,-,,-,,-,,-
3650,2018-04-05,Cleveland,,-,,-,,-,,-,,-,,-,,-,,-
3651,2018-04-05,Milwaukee,,-,,-,,-,,-,,-,,-,,-,,-
3652,2018-04-05,Utah,,-,,-,,-,,-,,-,,-,,-,,-
3653,2018-04-05,Denver,,-,,-,,-,,-,,-,,-,,-,,-
3654,2018-04-06,Memphis,,-,,-,,-,,-,,-,,-,,-,,-
3655,2018-04-06,L.A. Lakers,,-,,-,,-,,-,,-,,-,,-,,-
3656,2018-04-06,Phoenix,,-,,-,,-,,-,,-,,-,,-,,-
3657,2018-04-06,New York,,-,,-,,-,,-,,-,,-,,-,,-
3658,2018-04-06,Toronto,,-,,-,,-,,-,,-,,-,,-,,-
3659,2018-04-06,Philadelphia,,-,,-,,-,,-,,-,,-,,-,,-
3660,2018-04-06,Washington,,-,,-,,-,,-,,-,,-,,-,,-
3661,2018-04-06,Detroit,,-,,-,,-,,-,,-,,-,,-,,-
3662,2018-04-06,Orlando,,-,,-,,-,,-,,-,,-,,-,,-
3663,2018-04-06,Boston,,-,,-,,-,,-,,-,,-,,-,,-
3664,2018-04-07,San Antonio,,-,,-,,-,,-,,-,,-,,-,,-
3665,2018-04-07,L.A. Clippers,,-,,-,,-,,-,,-,,-,,-,,-
3666,2018-04-07,New York,,-,,-,,-,,-,,-,,-,,-,,-
3667,2018-04-07,Chicago,,-,,-,,-,,-,,-,,-,,-,,-
3668,2018-04-07,Golden State,,-,,-,,-,,-,,-,,-,,-,,-
3669,2018-04-07,Houston,,-,,-,,-,,-,,-,,-,,-,,-
3670,2018-04-08,Phoenix,,-,,-,,-,,-,,-,,-,,-,,-
3671,2018-04-08,Toronto,,-,,-,,-,,-,,-,,-,,-,,-
3672,2018-04-08,Memphis,,-,,-,,-,,-,,-,,-,,-,,-
3673,2018-04-08,L.A. Lakers,,-,,-,,-,,-,,-,,-,,-,,-
3674,2018-04-08,Charlotte,,-,,-,,-,,-,,-,,-,,-,,-
3675,2018-04-08,Philadelphia,,-,,-,,-,,-,,-,,-,,-,,-
3676,2018-04-08,Boston,,-,,-,,-,,-,,-,,-,,-,,-
3677,2018-04-09,L.A. Clippers,,-,,-,,-,,-,,-,,-,,-,,-
