,GM_DATE,HOME_TEAM,SPREAD_1_AWAY,ODDS_1_AWAY,SPREAD_2_AWAY,ODDS_2_AWAY,SPREAD_3_AWAY,ODDS_3_AWAY,SPREAD_4_AWAY,ODDS_4_AWAY,SPREAD_1_HOME,ODDS_1_HOME,SPREAD_2_HOME,ODDS_2_HOME,SPREAD_3_HOME,ODDS_3_HOME,SPREAD_4_HOME,ODDS_4_HOME
557,2022-01-05,Dallas,-4½,-110,-4½,-113,-4½,-113,-4½,-118,+4½,-110,+4½,-108,+4½,-108,+4½,-118
558,2022-01-06,Memphis,+13½,-110,+13,-110,+13½,-109,+13½,-118,-13½,-110,-13,-112,-13½,-112,-13½,-118
559,2022-01-06,Phoenix,+10½,-110,+10½,-110,+10½,-110,+10½,-118,-10½,-110,-10½,-110,-10½,-110,-10½,-118
560,2022-01-06,New York,-2,-115,-2½,-109,-2½,-109,-2½,-118,+2,-105,+2½,-113,+2½,-113,+2½,-118
561,2022-01-06,New Orleans,+1,-110,+1,-110,+1,-110,+1½,-118,-1,-110,-1,-110,-1,-110,-1½,-118
562,2022-01-07,Portland,-6,-110,-5½,-110,-5½,-114,-5½,-125,+6,-110,+5½,-110,+5½,-107,+5½,-111
563,2022-01-07,Philadelphia,+8½,-110,+8½,-110,+8½,-110,+8½,-118,-8½,-110,-8½,-110,-8½,-110,-8½,-118
564,2022-01-07,Brooklyn,+4,-105,+5,-113,+5,-113,+4½,-125,-4,-115,-5,-108,-5,-108,-4½,-111
565,2022-01-07,Toronto,+14,-110,+13,-110,+13,-110,+13½,-118,-14,-110,-13,-112,-13,-112,-13½,-118
566,2022-01-07,Houston,-3,-110,-2,-112,-2½,-108,-2½,-118,+3,-110,+2,-110,+2½,-114,+2½,-118
567,2022-01-07,Oklahoma City,-5,-110,-5,-112,-5,-112,-5½,-111,+5,-110,+5,-109,+5,-109,+5½,-125
568,2022-01-07,Chicago,+5,-110,+5½,-109,+5½,-109,+5½,-118,-5,-110,-5½,-113,-5½,-113,-5½,-118
569,2022-01-07,Denver,+8,-110,+8,-107,+8,-107,+7½,-111,-8,-110,-8,-114,-8,-114,-7½,-125
570,2022-01-07,L.A. Lakers,+1½,-115,+1½,-110,+1½,-110,+1½,-118,-1½,-105,-1½,-112,-1½,-112,-1½,-118
571,2022-01-08,Boston,+8,-110,+7½,-114,+7½,-114,+7½,-118,-8,-110,-7½,-107,-7½,-107,-7½,-118
572,2022-01-08,Phoenix,+10,-110,+9½,-110,+9½,-110,+9½,-118,-10,-110,-9½,-110,-9½,-110,-9½,-118
573,2022-01-08,Charlotte,+1½,-110,+1½,-110,+1½,-110,+1½,-118,-1½,-110,-1½,-112,-1½,-112,-1½,-118
574,2022-01-08,Detroit,+1½,-110,+2,-109,+2,-109,+½,-111,-1½,-110,-2,-112,-2,-112,-½,-125
575,2022-01-08,Indiana,-5,-105,-5,-112,-5,-112,-4½,-125,+5,-115,+5,-110,+5,-110,+4½,-111
576,2022-01-08,L.A. Clippers,-2,-110,-2½,-112,-2½,-112,-2½,-111,+2,-110,+2½,-109,+2½,-109,+2½,-125
577,2022-01-09,Brooklyn,+9½,-110,+10½,-110,+11,-110,+10½,-118,-9½,-110,-10½,-110,-11,-110,-10½,-118
578,2022-01-09,L.A. Clippers,-4,-110,-4,-112,-4,-112,-4½,-118,+4,-110,+4,-109,+4,-109,+4½,-118
579,2022-01-09,Orlando,-7½,-110,-7,-107,-7,-107,-7½,-111,+7½,-110,+7,-114,+7,-114,+7½,-125
580,2022-01-09,Toronto,+7½,-110,+8½,-110,+8½,-110,+7½,-125,-7½,-110,-8½,-110,-8½,-110,-7½,-111
581,2022-01-09,Houston,-6½,-110,-7,-110,-6½,-110,-6½,-118,+6½,-110,+7,-110,+6½,-110,+6½,-118
582,2022-01-09,Oklahoma City,-7,-110,-7,-110,-7,-110,-6½,-125,+7,-110,+7,-110,+7,-110,+6½,-111
583,2022-01-09,Dallas,+2,-110,+2,-109,+2,-109,+1½,-111,-2,-110,-2,-112,-2,-112,-1½,-125
584,2022-01-09,Golden State,+7,-110,+8,-110,+7½,-110,+8½,-125,-7,-110,-8,-110,-7½,-110,-8½,-105
585,2022-01-09,Portland,-1½,-110,+½,-110,+½,-110,-2½,-105,+1½,-110,-½,-110,-½,-110,+1½,-118
586,2022-01-09,L.A. Lakers,+3,-110,+3,-109,+3,-109,+2½,-111,-3,-110,-3,-112,-3,-112,-2½,-125
587,2022-01-10,Portland,-8½,-115,-8½,-110,-8½,-110,-8½,-118,+8½,-105,+8½,-110,+8½,-110,+8½,-118
588,2022-01-10,Houston,-10,-105,-10,-114,-10,-114,-9½,-118,+10,-115,+10,-107,+10,-107,+9½,-118
589,2022-01-10,Boston,+9,-115,+9,-114,+9,-114,+8½,-111,-9,-105,-9,-108,-9,-108,-8½,-125
590,2022-01-10,Sacramento,-5½,-110,-6,-107,-6,-107,-5½,-118,+5½,-110,+6,-114,+6,-114,+5½,-118
591,2022-01-10,Detroit,-10½,-110,-11½,-110,-11½,-107,-10½,-125,+10½,-110,+11½,-110,+11½,-114,+10½,-111
592,2022-01-10,New York,+6½,-110,+6½,-113,+6½,-113,+5½,+100,-6½,-110,-6½,-109,-6½,-109,-6½,-118
593,2022-01-10,Charlotte,-2½,-110,-3,-113,-3,-113,-3½,-105,+2½,-110,+3,-108,+3,-108,+2½,-118
594,2022-01-11,Washington,+7,-110,+7,-114,+7,-114,+7½,-125,-7,-110,-7,-107,-7,-107,-7½,-111
595,2022-01-11,Toronto,-4½,-110,-5½,-110,-5½,-110,-4½,-125,+4½,-110,+5½,-110,+5½,-110,+4½,-111
596,2022-01-11,Memphis,-2½,-110,-1½,-112,-1½,-112,-2½,-118,+2½,-110,+2,-110,+2,-110,+2½,-118
597,2022-01-11,New Orleans,-3½,-105,-4,-107,-4,-107,-3½,-118,+3½,-115,+4,-114,+4,-114,+3½,-118
598,2022-01-11,Chicago,+13½,-110,+13½,-109,+13½,-109,+13½,-111,-13½,-110,-13½,-112,-13½,-112,-13½,-111
599,2022-01-11,L.A. Clippers,-2½,-110,-3½,-112,-3½,-112,-2½,-118,+2½,-110,+3½,-109,+3½,-109,+2½,-118
600,2022-01-12,Chicago,+2,-110,+2,-110,+2,-110,+2½,-118,-2,-110,-2,-112,-2,-112,-2½,+100
601,2022-01-12,Sacramento,-4,-110,-4,-112,-4,-112,-4½,-105,+4,-110,+4,-109,+4,-109,+4½,-111
602,2022-01-12,Utah,+5½,-110,+5½,-110,+5½,-110,+5½,-111,-5½,-110,-5½,-110,-5½,-110,-5½,-105
603,2022-01-12,San Antonio,+6½,-110,+6½,-110,+6½,-110,+6½,-111,-6½,-110,-6½,-110,-6½,-110,-5½,-118
604,2022-01-12,Philadelphia,+5,-110,+5,-110,+5,-110,+5½,-120,-5,-110,-5,-112,-5,-112,-5½,+100
605,2022-01-12,New York,-2½,-110,-2½,-112,-2½,-112,-2½,-105,+2½,-110,+2½,-109,+2½,-109,+2½,-111
606,2022-01-12,Indiana,-2½,-110,-2½,-112,-2½,-112,-2½,-105,+2½,-110,+2½,-109,+2½,-109,+2½,-111
607,2022-01-12,Washington,+6½,-110,+6½,-110,+6,-110,+6½,-118,-6½,-110,-6½,-110,-6,-110,-6½,+100
608,2022-01-12,Atlanta,+3,-110,+3,-109,+3,-109,+3½,-111,-3,-110,-3,-112,-3,-112,-3½,-105
609,2022-01-13,Brooklyn,+5½,-115,+5½,-110,+5½,-110,+5½,-118,-5½,-105,-5½,-110,-5½,-110,-5½,-118
610,2022-01-13,New Orleans,+3½,-110,+4,-114,+4,-114,+3½,-111,-3½,-110,-4,-107,-4,-107,-3½,-125
611,2022-01-13,Denver,+11,-115,+11½,-112,+11½,-112,+11½,-118,-11,-105,-11½,-109,-11½,-109,-11½,-118
612,2022-01-13,Milwaukee,+1,-110,+1,-112,+1,-112,+½,-118,-1,-110,-1,-109,-1,-109,-½,-118
613,2022-01-13,Memphis,+4,-110,+3½,-113,+4,-113,+3½,-118,-4,-110,-3½,-109,-4,-109,-3½,-118
614,2022-01-14,Charlotte,+11,-110,+11,-110,+11,-110,+11½,-125,-11,-110,-11,-110,-11,-110,-11½,-111
615,2022-01-14,Detroit,-9,-115,-9½,-110,-9½,-110,-9½,-125,+9,-105,+9½,-110,+9½,-110,+9½,-111
616,2022-01-14,Indiana,-6,-110,-6,-108,-6,-108,-6½,-111,+6,-110,+6,-114,+6,-114,+6½,-125
617,2022-01-14,Philadelphia,+3,-110,+3,-109,+3½,-109,+2½,-111,-3,-110,-3,-112,-3½,-112,-2½,-125
618,2022-01-14,Chicago,+2½,-110,+2½,-109,+3,-109,+2½,-118,-2½,-110,-2½,-112,-3,-112,-2½,-118
619,2022-01-14,Miami,+5,-110,+5,-110,+4½,-109,+5½,-125,-5,-110,-5,-112,-4½,-112,-5½,-111
620,2022-01-14,San Antonio,-3,-110,-4,-107,-4,-107,-3½,-111,+3,-110,+4,-114,+4,-114,+3½,-125
621,2022-01-14,Sacramento,+5,-105,+5,-110,+5,-110,+4½,+100,-5,-115,-5,-112,-5,-112,-5½,-118
622,2022-01-14,Memphis,+2½,-110,+2,-110,+2½,-112,+2½,-111,-2½,-110,-2,-112,-2½,-110,-2½,-118
623,2022-01-15,Denver,,-,,-,+4,-109,+3½,+100,,-,,-,-4,-112,-4½,+100
624,2022-01-15,San Antonio,,-,,-,+1½,-110,+1½,-118,,-,,-,-1½,-112,-1½,-118
625,2022-01-15,Boston,,-,,-,+7½,-108,+7½,-118,,-,,-,-7½,-114,-7½,-118
626,2022-01-15,Miami,+2,-110,,-,,-,+3½,-118,-2,-110,,-,,-,-3½,-111
627,2022-01-15,Dallas,,-,,-,+11½,-108,+11½,-111,,-,,-,-11½,-113,-11½,-125
628,2022-01-15,Atlanta,+3,-110,,-,,-,+1½,-118,-3,-110,,-,,-,-1½,-118
629,2022-01-15,Brooklyn,+7,-110,,-,,-,+5½,-118,-7,-110,,-,,-,-5½,-118
630,2022-01-15,Washington,+7½,-110,,-,+7½,-110,+7½,-125,-7½,-110,,-,-7½,-110,-7½,-111
631,2022-01-15,Milwaukee,+7½,-110,,-,,-,+6½,-105,-7½,-110,,-,,-,-6½,-133
632,2022-01-15,Oklahoma City,-5,-110,,-,,-,-5½,-111,+5,-110,,-,,-,+5½,-125
633,2022-01-16,Detroit,,-,,-,,-,,-,,-,,-,,-,,-
634,2022-01-16,Sacramento,,-,,-,,-,+4½,-118,,-,,-,,-,-4½,-118
635,2022-01-16,Minnesota,,-,,-,,-,+4½,-105,,-,,-,,-,-4½,-111
636,2022-01-16,Denver,,-,,-,,-,-5½,-105,,-,,-,,-,+5½,-111
637,2022-01-17,L.A. Lakers,-5,-115,-5½,-110,-5½,-110,-5½,-118,+5,-105,+5½,-110,+5½,-110,+5½,-118
638,2022-01-17,Dallas,+11½,-110,+11½,-108,+11½,-108,+11½,-118,-11½,-110,-11½,-113,-11½,-113,-11½,-118
639,2022-01-17,San Antonio,-4,-110,-4,-112,-4,-112,-3½,-125,+4,-110,+4,-109,+4,-109,+3½,-111
640,2022-01-17,Miami,+4,-110,+4½,-117,+4,-110,+4½,-118,-4,-110,-4½,-107,-4,-110,-4½,-118
641,2022-01-17,Orlando,-2,-110,-2,-112,-2,-112,-2½,-118,+2,-110,+2,-110,+2,-110,+1½,-111
642,2022-01-17,Atlanta,-5,-110,-5½,-110,-5,-112,-5½,-111,+5,-110,+5½,-110,+5,-110,+5½,-125
643,2022-01-17,Cleveland,,-,,-,,-,+3½,-105,,-,,-,,-,-3½,-111
644,2022-01-17,Memphis,,-,,-,,-,+8½,-118,,-,,-,,-,-8½,+100
645,2022-01-17,Washington,,-,,-,,-,-2½,-105,,-,,-,,-,+2½,-111
646,2022-01-17,New York,,-,,-,,-,,-,,-,,-,,-,,-
647,2022-01-17,Boston,,-,,-,,-,,-,,-,,-,,-,,-
648,2022-01-17,L.A. Clippers,,-,,-,,-,+1½,-111,,-,,-,,-,-1½,-111
649,2022-01-18,New York,-3,-110,-3½,-113,-3½,-113,-2½,-125,+3,-110,+3½,-108,+3½,-108,+2½,-111
650,2022-01-18,Golden State,+15½,-110,+15½,-109,+15½,-112,+15½,-118,-15½,-110,-15½,-112,-15½,-109,-15½,-118
651,2022-01-19,Utah,+13½,-110,+13½,-110,+14,-110,+14½,-118,-13½,-110,-13½,-112,-14,-112,-14½,-118
652,2022-01-19,Sacramento,+7,-110,+7½,-110,+7½,-110,+6½,-111,-7,-110,-7½,-110,-7½,-110,-6½,-118
653,2022-01-19,San Antonio,+7,-105,+7,-110,+7,-110,+7½,-120,-7,-115,-7,-110,-7,-110,-7½,+100
654,2022-01-19,L.A. Lakers,+3½,-110,+4,-110,+4½,-112,+3½,-118,-3½,-110,-4,-110,-4½,-110,-3½,-118
655,2022-01-19,Denver,+9½,-110,+9½,-110,+9½,-110,+9½,-118,-9½,-110,-9½,-110,-9½,-110,-9½,-118
656,2022-01-19,Dallas,+4,-105,+3½,-108,+4½,-109,+3½,-105,-4,-115,-3½,-113,-4½,-112,-4½,-111
657,2022-01-19,Miami,+9,-115,+9½,-110,+9½,-110,+9½,-118,-9,-105,-9½,-110,-9½,-110,-9½,+100
658,2022-01-19,Chicago,-3½,-110,-3½,-112,-3,-112,-3½,-118,+3½,-110,+3½,-109,+3,-109,+3½,-118
659,2022-01-19,Washington,+1,-110,+1,-112,+1,-112,+1½,-118,-1,-110,-1,-109,-1,-109,-1½,-105
660,2022-01-19,Philadelphia,+11½,-110,+11½,-110,+11½,-110,+11½,-111,-11½,-110,-11½,-110,-11½,-110,-11½,-111
661,2022-01-19,Milwaukee,+6½,-110,+6½,-110,+6,-110,+6½,-125,-6½,-110,-6½,-110,-6,-110,-6½,-111
662,2022-01-19,Atlanta,+2,-115,+1½,-108,+1½,-108,+1½,-111,-2,-105,-1½,-113,-1½,-113,-1½,-111
663,2022-01-19,Boston,+3½,-110,+3½,-108,+3½,-108,+3½,-105,-3½,-110,-3½,-113,-3½,-113,-3½,-111
664,2022-01-20,New York,+4,-110,+4½,-109,+3½,-110,+3½,-111,-4,-110,-4½,-112,-4,-108,-3½,-125
665,2022-01-20,Dallas,-2,-110,-3,-109,-2½,-112,-2½,-118,+2,-110,+3,-113,+2½,-109,+2½,-118
666,2022-01-20,Golden State,+16,-110,+13½,-110,+11½,-110,+14½,-105,-16,-110,-13½,-110,-11½,-110,-14½,-111
667,2022-01-21,Milwaukee,+11,-110,+10½,-114,+10½,-110,+10½,-111,-11,-110,-10½,-107,-10½,-110,-10½,-111
668,2022-01-21,Denver,+4,-110,+4,-110,+3½,-110,+3½,-105,-4,-110,-4,-110,-3½,-110,,-
669,2022-01-21,Utah,+13,-110,+13,-112,+13,-112,+14½,-105,-13,-110,-13,-109,-13,-109,-14½,-111
670,2022-01-21,San Antonio,+1,-115,-1,-112,+1,-112,-1½,-111,-1,-105,+1,-109,-1,-109,+1½,-125
671,2022-01-21,Washington,+1,-115,,-,-2,-112,+1½,-118,-1,-105,,-,+2,-110,+2½,-111
672,2022-01-21,Atlanta,+1½,-110,+2,-110,,-,+½,-111,-1½,-110,-2,-112,,-,-½,-125
673,2022-01-21,Golden State,+11,-110,+11,-110,+11,-110,+10½,+100,-11,-110,-11,-110,-11,-110,-10½,-118
674,2022-01-21,Philadelphia,+8½,-110,+7½,-110,+8½,-110,+7½,+100,-8½,-110,-7½,-110,-8½,-110,-8½,-105
675,2022-01-21,Orlando,-4½,-110,-4½,-110,-5,-112,-5½,+100,+4½,-110,+4½,-110,+5,-110,+5½,-118
676,2022-01-21,Charlotte,+9,-115,,-,+9½,-110,+8½,-118,-9,-105,,-,-9½,-110,-8½,-118
677,2022-01-21,Boston,+8,-110,+8,-110,+8,-110,,-,-8,-110,-8,-110,-8,-110,,-
678,2022-01-22,Phoenix,+11½,-110,+12,-110,,-,+13½,-118,-11½,-110,-12,-112,,-,-13½,-105
679,2022-01-22,Cleveland,+12½,-110,+12,-107,,-,+12½,-118,-12½,-110,-12,-114,,-,-12½,-111
680,2022-01-22,Milwaukee,+7,-110,+6½,-112,,-,+7½,-111,-7,-110,-6½,-109,,-,-7½,-125
681,2022-01-23,Dallas,+4,-110,+3½,-109,,-,+4½,-125,-4,-110,-3½,-112,,-,-4½,-111
682,2022-01-23,Minnesota,+3,-115,+2,-110,,-,+2½,-111,-3,-105,-2,-112,,-,-2½,-125
683,2022-01-23,Denver,+12,-110,+11,-110,,-,+11½,-125,-12,-110,-11,-110,,-,-12½,-105
684,2022-01-23,Golden State,+5,-110,+5,-110,,-,+2½,-118,-5,-110,-5,-112,,-,-2½,+100
685,2022-01-23,San Antonio,-1,-105,-1,-108,,-,-2½,-105,+1,-115,+1,-113,,-,+1½,-111
686,2022-01-23,New York,+4,-105,+4,-109,,-,+4½,-125,-4,-115,-4,-112,,-,-4½,-111
687,2022-01-23,Miami,+2½,-110,+2,-109,,-,+3½,-118,-2½,-110,-2½,-112,,-,-3½,-118
688,2022-01-23,Orlando,-3,-115,-3½,-112,,-,-3½,-111,+3,-105,+3½,-109,,-,+3½,-111
689,2022-01-23,Toronto,+8½,-110,+8,-110,,-,+8½,-118,-8½,-110,-8,-110,,-,-8½,-105
690,2022-01-23,Washington,-2,-115,-1½,-112,,-,-1½,-125,+2,-105,+1½,-110,,-,+1½,-111
691,2022-01-23,Charlotte,+3,-110,+2½,-109,,-,+1½,-105,-3,-110,-2½,-112,,-,-1½,-118
692,2022-01-24,Phoenix,+12,-110,+12,-114,,-,+12½,-111,-12,-110,-12,-108,,-,-12½,-111
693,2022-01-24,Cleveland,+5,-115,+6,-110,,-,+4½,-118,-5,-105,-6,-110,,-,-4½,-118
694,2022-01-24,New Orleans,+4,-110,+4,-114,,-,+3½,-105,-4,-110,-4,-107,,-,-3½,-105
695,2022-01-24,Oklahoma City,-1,-110,-1,-109,,-,-1½,-111,+1,-110,+1,-112,,-,+1½,-111
696,2022-01-25,Houston,-4½,-110,-5½,-109,,-,-4½,-118,+4½,-110,+5½,-112,,-,+4½,-118
697,2022-01-25,Philadelphia,+8½,-110,+11½,-110,,-,+11½,-118,-8½,-110,-11½,-110,,-,-11½,-118
698,2022-01-25,Portland,-3,-110,-3,-112,,-,-3½,-105,+3,-110,+3,-108,,-,+2½,-105
699,2022-01-25,Golden State,+3½,-110,+3½,-110,,-,+3½,-105,-3½,-110,-3½,-110,,-,-3½,-118
700,2022-01-25,Boston,+9,-110,+8½,-110,,-,+8½,-118,-9,-110,-8½,-110,,-,-8½,-118
701,2022-01-25,Detroit,-7½,-110,-8,-110,,-,-6½,-111,+7½,-110,+8,-110,,-,+7½,-118
702,2022-01-25,Toronto,-1½,-110,+1,-113,,-,+½,-118,+1½,-110,-1,-108,,-,-½,-111
703,2022-01-25,Brooklyn,-3,-110,-4,-110,,-,-3½,-111,+3,-110,+4,-110,,-,+3½,-105
704,2022-01-25,Washington,+4½,-110,+4,-110,,-,+4½,-111,-4½,-110,-5,-110,,-,-4½,-118
705,2022-01-26,Portland,-5,-110,-4½,-110,,-,-4½,-125,+5,-110,+4½,-110,,-,+4½,-111
706,2022-01-26,Utah,+1,-110,-1,-108,,-,-1½,-118,-1,-110,+1,-113,,-,+1½,-118
707,2022-01-26,San Antonio,-4,-110,-4½,-107,,-,-4½,-111,+4,-110,+4½,-114,,-,+4½,-125
708,2022-01-26,Brooklyn,-5½,-110,-5½,-108,,-,-4½,-125,+5½,-110,+5½,-114,,-,+4½,-111
709,2022-01-26,Chicago,+4,-110,+3½,-108,,-,+4½,-118,-4,-110,-3½,-113,,-,-4½,-118
710,2022-01-26,Atlanta,+10,-110,+11,-110,,-,+10½,-118,-10,-110,-11,-110,,-,-10½,-118
711,2022-01-26,Cleveland,-4,-110,-4,-107,,-,-3½,-125,+4,-110,+4,-114,,-,+3½,-111
712,2022-01-26,Indiana,-2,-110,-2½,-110,,-,-2½,-118,+2,-110,+2½,-112,,-,+2½,-118
713,2022-01-26,Orlando,+1,-110,+1½,-112,,-,+1½,-118,-1,-110,-1½,-110,,-,-1½,-118
714,2022-01-26,Miami,+6,-110,+6,-112,,-,+5½,-111,-6,-110,-6,-109,,-,-5½,-125
715,2022-01-27,Philadelphia,+6,-110,+6,-110,,-,+6½,-125,-6,-110,-6,-110,,-,-6½,-111
716,2022-01-27,Golden State,+6½,-110,+6½,-113,,-,+6½,-125,-6½,-110,-6½,-109,,-,-6½,-111
717,2022-01-28,New Orleans,-4,-110,-4½,-112,,-,-3½,-125,+4,-110,+4½,-109,,-,+3½,-111
718,2022-01-28,Milwaukee,+9,-110,+8½,-110,,-,+9½,-125,-9,-110,-8½,-110,,-,-9½,-111
719,2022-01-28,Phoenix,+8,-110,+8½,-110,,-,+7½,-111,-8,-110,-8½,-110,,-,-7½,-125
720,2022-01-28,San Antonio,+2,-110,+2,-110,,-,+2½,-125,-2,-110,-2,-112,,-,-2½,-111
721,2022-01-28,Oklahoma City,-2,-105,-2,-112,,-,-2½,-105,+2,-115,+2,-110,,-,+1½,-118
722,2022-01-28,Orlando,+3½,-110,+3,-109,,-,+3½,-118,-3½,-110,-3,-112,,-,-3½,-118
723,2022-01-28,Houston,-2½,-110,-3½,-112,,-,-3½,-105,+2½,-110,+3½,-109,,-,+2½,-118
724,2022-01-28,Miami,+8½,-110,+8,-114,,-,+8½,-118,-8½,-110,-8,-107,,-,-8½,-118
725,2022-01-28,Atlanta,+2,-110,+1,-112,,-,+1½,-118,-2,-110,-1,-109,,-,-2½,+100
726,2022-01-28,Charlotte,+9½,-110,+9½,-110,,-,+9½,-118,-9½,-110,-9½,-110,,-,-9½,-118
727,2022-01-28,Memphis,+5,-110,+5,-110,,-,+4½,-111,-5,-110,-5,-112,,-,-4½,-125
728,2022-01-29,Miami,+2½,-110,+2½,-109,,-,+2½,-118,-2½,-110,-2½,-112,,-,-2½,-118
729,2022-01-29,New Orleans,-6½,-110,-7,-110,,-,-6½,-118,+6½,-110,+7,-110,,-,+6½,-118
730,2022-01-29,Dallas,+10½,-110,+10½,-110,,-,+10½,-118,-10½,-110,-10½,-110,,-,-9½,-125
731,2022-01-29,Philadelphia,+10½,-110,+11½,-110,,-,+10½,-118,-10½,-110,-11½,-110,,-,-11½,-111
732,2022-01-29,Memphis,+6,-110,+6,-110,,-,+6½,-125,-6,-110,-6,-110,,-,-6½,-111
733,2022-01-29,Golden State,+10½,-110,+10½,-110,,-,+10½,-111,-10½,-110,-10½,-110,,-,-9½,-125
734,2022-01-30,Minnesota,+2,-110,+1½,-110,,-,+1½,-118,-2,-110,-1½,-112,,-,-1½,-118
735,2022-01-30,Phoenix,+13½,-110,+13½,-114,,-,+13½,-118,-13½,-110,-13,-108,,-,-13½,-118
736,2022-01-30,Orlando,-5,-110,-5,-114,,-,-5½,-105,+5,-110,+5,-107,,-,+5½,-125
737,2022-01-30,Milwaukee,+6½,-110,+6,-110,,-,+6½,-125,-6½,-110,-6,-110,,-,-6½,-111
738,2022-01-30,Detroit,-7½,-110,-8,-114,,-,-7½,-118,+7½,-110,+8,-107,,-,+7½,-118
739,2022-01-30,Chicago,+5,-110,+5,-108,,-,+5½,-125,-5,-110,-5,-113,,-,-5½,-111
740,2022-01-30,Charlotte,+6,-110,+6,-110,,-,+6½,-125,-6,-110,-6,-110,,-,-6½,-111
741,2022-01-30,Atlanta,+7½,-110,+7,-110,,-,+7½,-125,-7½,-110,-7,-110,,-,-7½,-111
742,2022-01-31,Houston,-11,-110,-11,-110,,-,-10½,-118,+11,-110,+11,-110,,-,+10½,-105
743,2022-01-31,Atlanta,-1,-105,+½,-113,,-,-1½,+100,+1,-115,-½,-108,,-,+1½,-120
744,2022-01-31,Boston,+6½,-110,+6½,-108,,-,+6½,-111,-6½,-110,-6½,-114,,-,-6½,-105
745,2022-01-31,Oklahoma City,-4,-110,-4,-112,,-,-4½,-105,+4,-110,+4,-109,,-,+3½,+100
746,2022-01-31,Indiana,+2,-110,+2,-110,,-,+2½,-118,-2,-110,-2,-112,,-,-2½,-105
747,2022-01-31,Philadelphia,-3½,-110,-4,-112,,-,-3½,-111,+3½,-110,+4,-109,,-,+3½,-111
748,2022-01-31,Cleveland,+6½,-110,+6½,-113,,-,+6½,-105,-6½,-110,-6½,-109,,-,-6½,-111
749,2022-01-31,New York,+6½,-110,+6½,-109,,-,+6½,-111,-6½,-110,-6½,-112,,-,-6½,-111
750,2022-02-01,Detroit,,-,,-,,-,,-,,-,,-,,-,,-
751,2022-02-01,Milwaukee,,-,,-,,-,,-,,-,,-,,-,,-
752,2022-02-01,Toronto,,-,,-,,-,,-,,-,,-,,-,,-
753,2022-02-01,Minnesota,,-,,-,,-,,-,,-,,-,,-,,-
754,2022-02-01,Chicago,,-,,-,,-,,-,,-,,-,,-,,-
755,2022-02-01,San Antonio,,-,,-,,-,,-,,-,,-,,-,,-
756,2022-02-01,Phoenix,,-,,-,,-,,-,,-,,-,,-,,-
757,2022-02-02,Utah,+6½,-110,+6½,-110,,-,+6½,-125,-6½,-110,-6½,-110,,-,-6½,-111
758,2022-02-02,L.A. Lakers,+4,-110,,-,,-,+4½,-118,-4,-110,,-,,-,-4½,-118
759,2022-02-02,Sacramento,-5,-110,-5,-112,,-,-5½,-111,+5,-110,+5,-110,,-,+5½,-125
760,2022-02-02,Dallas,+12,-110,+12½,-107,,-,+11½,-111,-12,-110,-12½,-114,,-,-11½,-125
761,2022-02-02,Philadelphia,+10,-110,+10½,-110,,-,+10½,-118,-10,-110,-10½,-110,,-,-10½,-118
762,2022-02-02,New York,-4,-110,-4,-110,,-,-4½,-118,+4,-110,+4,-110,,-,+4½,-118
763,2022-02-02,Boston,+6½,-110,+6½,-110,,-,+6½,-118,-6½,-110,-6½,-110,,-,-6½,-111
764,2022-02-02,Indiana,+3½,-110,,-,,-,+3½,-118,-3½,-110,,-,,-,-3½,-118
765,2022-02-02,Houston,-5,-110,-5½,-110,,-,-5½,-111,+5,-110,+5½,-110,,-,+5½,-125
766,2022-02-03,Detroit,-7½,-110,-7,-110,,-,-7½,-125,+7½,-110,+7,-110,,-,+7½,-111
767,2022-02-03,San Antonio,-8,-110,-8,-110,,-,-7½,-111,+8,-110,+8,-110,,-,+7½,-125
768,2022-02-03,Atlanta,-3,-110,-2,-112,,-,-3½,-111,+3,-110,+2,-110,,-,+3½,-125
769,2022-02-03,Toronto,+4½,-110,+4½,-109,,-,+4½,-105,-4½,-110,-4½,-112,,-,-4½,-125
770,2022-02-03,L.A. Clippers,+3½,-110,+4,-110,,-,+3½,-118,-3½,-110,-4,-110,,-,-3½,-118
771,2022-02-03,Golden State,+14,-110,+14,-109,,-,+13½,-118,-14,-110,-14,-112,,-,-13½,-118
772,2022-02-04,Utah,+5½,-110,+3½,-113,,-,+5½,-111,-5½,-110,-3½,-109,,-,-5½,-125
773,2022-02-04,Portland,+5½,-110,+6,-110,,-,+6½,-125,-5½,-110,-6,-110,,-,-6½,-111
774,2022-02-04,Dallas,-1½,-110,-1,-108,,-,+½,-111,+1½,-110,+1,-113,,-,-½,-125
775,2022-02-04,Denver,+5½,-110,+6,-110,,-,+5½,-125,-5½,-110,-6,-110,,-,-5½,-111
776,2022-02-04,San Antonio,+8,-110,+7,-110,,-,+7½,-125,-8,-110,-7,-110,,-,-7½,-111
777,2022-02-04,Indiana,-1,-110,-2,-112,,-,-1½,-118,+1,-110,+2,-108,,-,+1½,-118
778,2022-02-04,Detroit,-11,-110,-10,-109,,-,-9½,-118,+11,-110,+10,-113,,-,+9½,-118
779,2022-02-04,Charlotte,+7,-110,+6,-110,,-,+5½,-111,-7,-110,-6,-110,,-,-5½,-125
780,2022-02-04,Toronto,+2,-110,+3,-110,,-,+2½,-118,-2,-110,-3,-110,,-,-2½,-111
